Номер_рейса|Тип_самолёта|Город_вылета|Аэропорт_вылета|Город_прилёта|Аэропорт_прилёта|Время_отправления|Время_прибытия|
MO 4945|Боинг-747|102|Сочи|Адлер|Петрозаводск|Петрозаводск|04.11.2020 17:04:00|04.11.2020 18:19:00|
WB 8926|ИЛ-96М|334|Тюмень|Рощино|Ростов - на - Дону|Платов|04.11.2020 18:22:00|04.11.2020 22:11:00|
WA 2837|ИЛ-96-300|244|Ульяновск|Баратаевка|Калининград|Храброво|04.11.2020 3:55:00|04.11.2020 6:03:00|
RV 8455|Боинг-737|66|Москва|Жуковский|Липецк|Липецк|04.11.2020 14:23:00|04.11.2020 17:48:00|
TV 3167|Аэробус-A310|147|Нальчик|Нальчик|Москва|Шереметьево|04.11.2020 20:53:00|04.11.2020 22:53:00|
QH 1266|Боинг-777|229|Новокузнецк|Спиченково|Санкт - Петербург|Пулково|04.11.2020 19:22:00|04.11.2020 20:36:00|
TH 3606|ИЛ-96-300|214|Оренбург|Оренбург-Центральный|Пермь|Большое Савино|04.11.2020 13:40:00|04.11.2020 17:00:00|
AO 5640|ИЛ-96М|232|Омск|Омск-Центральный|Воронеж|Чертовицкое|04.11.2020 5:13:00|04.11.2020 8:54:00|
BA 6615|Боинг-737|82|Омск|Омск-Центральный|Ярославль|Туношна|04.11.2020 10:50:00|04.11.2020 13:15:00|
YS 5406|ИЛ-96М|151|Краснодар|Пашковский|Ростов - на - Дону|Платов|04.11.2020 9:50:00|04.11.2020 12:00:00|
XC 7640|ИЛ-96|106|Санкт - Петербург|Пулково|Астрахань|Нариманово|04.11.2020 2:54:00|04.11.2020 5:32:00|
QV 9831|Боинг-747|100|Сыктывкар|Сыктывкар|Брянск|Брянск|04.11.2020 19:06:00|04.11.2020 20:48:00|
JK 6672|Боинг-737|105|Симферополь|Симферополь|Якутск|Якутск|04.11.2020 21:55:00|05.11.2020 1:13:00|
PS 9534|ИЛ-96М|311|Петрозаводск|Петрозаводск|Самара|Самара|04.11.2020 2:26:00|04.11.2020 4:43:00|
UQ 2068|ИЛ-96М|203|Москва|Домодедово|Саранск|Саранск|04.11.2020 19:04:00|04.11.2020 21:19:00|
VR 5281|Боинг-767|209|Сыктывкар|Сыктывкар|Махачкала|Уйташ|04.11.2020 2:16:00|04.11.2020 6:19:00|
AG 5005|Ту-204|128|Якутск|Якутск|Сургут|Сургут|04.11.2020 15:44:00|04.11.2020 17:52:00|
MA 3971|ИЛ-96-300|87|Новосибирск|Толмачёво|Москва|Внуково|04.11.2020 1:20:00|04.11.2020 5:30:00|
MF 5461|Аэробус-A330|418|Нальчик|Нальчик|Южно - Сахалинск|Хомутово|04.11.2020 15:24:00|04.11.2020 19:13:00|
IB 8838|ИЛ-96М|312|Брянск|Брянск|Нижний Новгород|Стригино|04.11.2020 10:51:00|04.11.2020 14:30:00|
MC 7815|Аэробус-A330|199|Новосибирск|Толмачёво|Ростов - на - Дону|Платов|04.11.2020 20:31:00|04.11.2020 22:06:00|
FQ 3546|ИЛ-96М|135|Ульяновск|Баратаевка|Оренбург|Оренбург-Центральный|04.11.2020 3:39:00|04.11.2020 4:56:00|
YX 1801|Аэробус-A310|178|Владивосток|Кневичи|Челябинск|Баландино|04.11.2020 5:36:00|04.11.2020 9:51:00|
TL 4720|ИЛ-86|137|Магадан|Сокол|Новокузнецк|Спиченково|04.11.2020 5:37:00|04.11.2020 6:57:00|
ZO 6125|Сc-100|34|Курган|Курган|Ханты - Мансийск|Ханты - Мансийск|04.11.2020 0:40:00|04.11.2020 4:13:00|
LN 1301|Боинг-767|185|Нижний Новгород|Стригино|Тюмень|Рощино|04.11.2020 12:04:00|04.11.2020 14:22:00|
RI 8829|Сc-100|93|Махачкала|Уйташ|Калуга|Грабцево|04.11.2020 7:59:00|04.11.2020 11:37:00|
KA 7884|Ту-154 |113|Красноярск|Емельяново|Москва|Жуковский|04.11.2020 0:58:00|04.11.2020 3:42:00|
EL 4251|Ту-154 |149|Москва|Внуково|Челябинск|Баландино|04.11.2020 4:27:00|04.11.2020 7:55:00|
WS 7368|ИЛ-96|108|Нижневартовск|Нижневартовск|Нижний Новгород|Стригино|04.11.2020 21:40:00|04.11.2020 22:41:00|
WQ 7888|Боинг-767|223|Ульяновск|Восточный|Нижний Новгород|Стригино|04.11.2020 11:09:00|04.11.2020 15:08:00|
YN 7245|ИЛ-96|78|Махачкала|Уйташ|Псков|Кресты|04.11.2020 21:57:00|05.11.2020 2:01:00|
RH 0625|Аэробус-A310|120|Архангельск|Талаги|Астрахань|Нариманово|04.11.2020 4:34:00|04.11.2020 5:44:00|
OG 7292|Ту-204|201|Сабетта|Сабетта|Москва|Шереметьево|04.11.2020 16:14:00|04.11.2020 17:22:00|
PI 8638|Боинг-767|94|Саранск|Саранск|Красноярск|Емельяново|04.11.2020 20:14:00|04.11.2020 22:27:00|
BH 2185|Аэробус-A320|155|Грозный|Северный|Тюмень|Рощино|04.11.2020 9:09:00|04.11.2020 13:02:00|
JX 8413|ИЛ-86|132|Иркутск|Иркутск|Краснодар|Пашковский|04.11.2020 16:21:00|04.11.2020 20:08:00|
PK 9629|Боинг-777|170|Магнитогорск|Магнитогорск|Петрозаводск|Петрозаводск|04.11.2020 16:29:00|04.11.2020 19:47:00|
TG 6143|ИЛ-96М|324|Екатеринбург|Кольцово|Братск|Братск|04.11.2020 6:13:00|04.11.2020 7:53:00|
FV 1635|Боинг-737|48|Воронеж|Чертовицкое|Якутск|Якутск|04.11.2020 11:33:00|04.11.2020 14:43:00|
DT 1211|Боинг-777|161|Владивосток|Кневичи|Сыктывкар|Сыктывкар|04.11.2020 13:04:00|04.11.2020 17:21:00|
IC 0156|ИЛ-96|67|Москва|Внуково|Братск|Братск|04.11.2020 11:41:00|04.11.2020 13:52:00|
RL 3951|Аэробус-A310|172|Челябинск|Баландино|Магадан|Сокол|04.11.2020 12:55:00|04.11.2020 17:37:00|
EY 6305|Аэробус-A310|116|Калининград|Храброво|Элиста|Элиста|04.11.2020 2:02:00|04.11.2020 4:38:00|
XT 4006|Аэробус-A310|167|Анапа|Витязево|Красноярск|Емельяново|04.11.2020 3:10:00|04.11.2020 5:01:00|
SD 9345|Сc-100|74|Петрозаводск|Петрозаводск|Воронеж|Чертовицкое|04.11.2020 11:01:00|04.11.2020 12:08:00|
BE 8872|Боинг-767|107|Курган|Курган|Москва|Жуковский|04.11.2020 11:51:00|04.11.2020 13:58:00|
BO 0094|Сc-100|88|Братск|Братск|Брянск|Брянск|04.11.2020 13:51:00|04.11.2020 16:44:00|
HC 7299|Ту-134|31|Саранск|Саранск|Нижневартовск|Нижневартовск|04.11.2020 1:07:00|04.11.2020 4:19:00|
BU 0104|ИЛ-96М|193|Псков|Кресты|Уфа|Уфа|04.11.2020 14:32:00|04.11.2020 16:30:00|
QX 1892|Ту-134|46|Самара|Самара|Благовещенск|Игнатьево|04.11.2020 10:06:00|04.11.2020 12:54:00|
FC 2189|Боинг-767|143|Оренбург|Оренбург-Центральный|Южно - Сахалинск|Хомутово|04.11.2020 19:57:00|04.11.2020 21:15:00|
TP 2991|Аэробус-A320|211|Челябинск|Баландино|Калининград|Храброво|04.11.2020 20:53:00|04.11.2020 23:53:00|
CE 2216|Ту-134|68|Ханты - Мансийск|Ханты - Мансийск|Саранск|Саранск|04.11.2020 23:27:00|05.11.2020 0:30:00|
HH 8483|Боинг-747|278|Благовещенск|Игнатьево|Самара|Самара|04.11.2020 0:43:00|04.11.2020 2:15:00|
IS 7653|ИЛ-62|108|Воронеж|Чертовицкое|Тюмень|Рощино|04.11.2020 2:21:00|04.11.2020 6:38:00|
UN 4263|ИЛ-96М|418|Новосибирск|Толмачёво|Архангельск|Талаги|04.11.2020 21:26:00|05.11.2020 0:08:00|
GQ 5742|ИЛ-96-300|81|Курск|Восточный|Пермь|Большое Савино|04.11.2020 21:17:00|04.11.2020 22:53:00|
HT 6477|Ту-154 |47|Благовещенск|Игнатьево|Череповец|Череповец|04.11.2020 10:49:00|04.11.2020 12:00:00|
LY 1748|Ту-204|83|Улан - Удэ|Мухино|Калуга|Грабцево|04.11.2020 18:27:00|04.11.2020 21:03:00|
CV 8936|Боинг-777|149|Саранск|Саранск|Липецк|Липецк|04.11.2020 6:07:00|04.11.2020 8:08:00|
EO 4401|Боинг-767|142|Орск|Орск|Калуга|Грабцево|04.11.2020 19:34:00|04.11.2020 21:17:00|
WR 0798|Боинг-777|134|Элиста|Элиста|Казань|Казань|04.11.2020 4:11:00|04.11.2020 7:32:00|
CV 5989|Аэробус-A320|104|Саранск|Саранск|Улан - Удэ|Мухино|04.11.2020 16:23:00|04.11.2020 18:00:00|
HG 0269|ИЛ-86|129|Оренбург|Оренбург-Центральный|Ульяновск|Восточный|04.11.2020 11:57:00|04.11.2020 14:38:00|
AT 8112|ИЛ-62|129|Магнитогорск|Магнитогорск|Анапа|Витязево|04.11.2020 19:35:00|04.11.2020 22:03:00|
BN 0323|ИЛ-86|260|Красноярск|Емельяново|Махачкала|Уйташ|04.11.2020 8:43:00|04.11.2020 12:09:00|
YC 4201|Ту-134|60|Нижнекамск|Бегишево|Мурманск|Мурманск|04.11.2020 6:33:00|04.11.2020 10:26:00|
DR 6252|Аэробус-A320|123|Барнаул|Барнаул|Минеральные Воды|Минеральные Воды|04.11.2020 3:14:00|04.11.2020 6:27:00|
RH 6074|ИЛ-96-300|169|Анапа|Витязево|Москва|Внуково|04.11.2020 1:05:00|04.11.2020 2:12:00|
LG 9447|Боинг-737|79|Ульяновск|Восточный|Екатеринбург|Кольцово|04.11.2020 2:03:00|04.11.2020 6:26:00|
TW 3143|Ту-134|58|Южно - Сахалинск|Хомутово|Москва|Домодедово|04.11.2020 19:24:00|04.11.2020 23:10:00|
XE 2475|Ту-204|140|Нижнекамск|Бегишево|Белгород|Белгород|04.11.2020 8:39:00|04.11.2020 13:18:00|
PD 9235|Ту-134|91|Липецк|Липецк|Майкоп|Майкоп|04.11.2020 3:54:00|04.11.2020 8:44:00|
XE 5711|Ту-134|81|Элиста|Элиста|Сабетта|Сабетта|04.11.2020 8:25:00|04.11.2020 11:20:00|
GN 3690|ИЛ-96-300|176|Челябинск|Баландино|Омск|Омск-Центральный|04.11.2020 11:40:00|04.11.2020 12:49:00|
UP 7470|ИЛ-96М|365|Сыктывкар|Сыктывкар|Астрахань|Нариманово|04.11.2020 22:45:00|05.11.2020 3:32:00|
UJ 1486|Боинг-747|278|Анадырь|Угольный|Братск|Братск|04.11.2020 14:41:00|04.11.2020 17:12:00|
RS 4851|Ту-154 |57|Уфа|Уфа|Псков|Кресты|04.11.2020 0:30:00|04.11.2020 5:11:00|
UB 7784|Боинг-767|83|Ставрополь|Шпаковское|Улан - Удэ|Мухино|04.11.2020 9:30:00|04.11.2020 13:28:00|
CX 1221|Боинг-737|62|Южно - Сахалинск|Хомутово|Белгород|Белгород|04.11.2020 8:55:00|04.11.2020 12:01:00|
XK 8301|Боинг-767|231|Махачкала|Уйташ|Южно - Сахалинск|Хомутово|04.11.2020 4:15:00|04.11.2020 6:13:00|
TX 3360|ИЛ-86|266|Красноярск|Емельяново|Кемерово|Кемерово|04.11.2020 23:39:00|05.11.2020 2:10:00|
CZ 5283|Боинг-747|159|Петропавловск - Камчатский|Елизово|Екатеринбург|Кольцово|04.11.2020 4:23:00|04.11.2020 8:40:00|
IH 8489|Боинг-777|72|Абакан|Абакан|Якутск|Якутск|04.11.2020 0:35:00|04.11.2020 3:29:00|
OG 7448|Аэробус-A330|324|Калуга|Грабцево|Грозный|Северный|04.11.2020 7:05:00|04.11.2020 8:43:00|
CS 9551|Боинг-777|199|Саранск|Саранск|Сургут|Сургут|04.11.2020 22:51:00|05.11.2020 1:37:00|
QL 3875|Аэробус-A330|236|Архангельск|Талаги|Калининград|Храброво|04.11.2020 14:07:00|04.11.2020 18:16:00|
IK 1035|ИЛ-86|241|Благовещенск|Игнатьево|Новокузнецк|Спиченково|04.11.2020 2:26:00|04.11.2020 4:58:00|
VH 6678|Аэробус-A320|253|Ульяновск|Восточный|Анадырь|Угольный|04.11.2020 6:25:00|04.11.2020 9:09:00|
ZA 8713|ИЛ-96|155|Ульяновск|Восточный|Курск|Восточный|04.11.2020 14:40:00|04.11.2020 17:13:00|
PF 7912|ИЛ-96|101|Самара|Самара|Белгород|Белгород|04.11.2020 15:25:00|04.11.2020 18:13:00|
XD 8469|Аэробус-A320|250|Сургут|Сургут|Элиста|Элиста|04.11.2020 20:17:00|04.11.2020 22:37:00|
XQ 5020|Боинг-767|147|Москва|Жуковский|Варандей|Варандей|04.11.2020 4:55:00|04.11.2020 9:19:00|
QQ 0031|ИЛ-86|255|Новокузнецк|Спиченково|Чита|Кадала|04.11.2020 23:25:00|05.11.2020 3:09:00|
JW 4559|Аэробус-A320|229|Москва|Шереметьево|Майкоп|Майкоп|04.11.2020 18:39:00|04.11.2020 22:50:00|
GD 0336|ИЛ-96М|370|Чита|Кадала|Петрозаводск|Петрозаводск|04.11.2020 21:41:00|05.11.2020 1:14:00|
KN 6205|Аэробус-A310|132|Москва|Шереметьево|Ханты - Мансийск|Ханты - Мансийск|04.11.2020 23:50:00|05.11.2020 3:07:00|
UI 0562|ИЛ-96-300|173|Провидения|Бухта Провидения|Уфа|Уфа|04.11.2020 16:11:00|04.11.2020 19:31:00|
PB 8745|Боинг-767|236|Калининград|Храброво|Саранск|Саранск|04.11.2020 5:10:00|04.11.2020 7:23:00|
TW 1060|ИЛ-96-300|222|Магнитогорск|Магнитогорск|Казань|Казань|04.11.2020 18:23:00|04.11.2020 23:13:00|
HU 1009|Ту-154 |101|Казань|Казань|Курумоч|Курумоч|04.11.2020 16:44:00|04.11.2020 19:30:00|
AN 6057|ИЛ-86|168|Благовещенск|Игнатьево|Махачкала|Уйташ|04.11.2020 7:31:00|04.11.2020 9:32:00|
JK 8061|ИЛ-86|200|Чита|Кадала|Сабетта|Сабетта|04.11.2020 18:11:00|04.11.2020 21:45:00|
OE 8934|ИЛ-86|130|Ростов - на - Дону|Платов|Оренбург|Оренбург-Центральный|04.11.2020 3:20:00|04.11.2020 6:59:00|
MQ 6588|ИЛ-96М|376|Красноярск|Емельяново|Минеральные Воды|Минеральные Воды|04.11.2020 16:14:00|04.11.2020 17:19:00|
HS 9428|Боинг-747|282|Мурманск|Мурманск|Кемерово|Кемерово|04.11.2020 12:08:00|04.11.2020 13:14:00|
CT 0916|Аэробус-A320|79|Варандей|Варандей|Краснодар|Пашковский|04.11.2020 20:25:00|05.11.2020 0:37:00|
MK 8071|Аэробус-A330|236|Чебоксары|Чебоксары|Челябинск|Баландино|04.11.2020 4:11:00|04.11.2020 6:23:00|
UF 7571|ИЛ-96|160|Элиста|Элиста|Магнитогорск|Магнитогорск|04.11.2020 17:20:00|04.11.2020 19:24:00|
QG 0411|Ту-134|60|Хабаровск|Хабаровск-Новый|Владивосток|Кневичи|04.11.2020 2:26:00|04.11.2020 5:40:00|
AA 6928|Боинг-737|99|Москва|Домодедово|Варандей|Варандей|04.11.2020 6:35:00|04.11.2020 9:40:00|
ZW 9031|Аэробус-A330|266|Брянск|Брянск|Владивосток|Кневичи|04.11.2020 7:26:00|04.11.2020 11:32:00|
ER 8336|Ту-154 |69|Саранск|Саранск|Элиста|Элиста|04.11.2020 3:01:00|04.11.2020 4:27:00|
CG 4547|Боинг-747|219|Магадан|Сокол|Ярославль|Туношна|04.11.2020 11:51:00|04.11.2020 16:11:00|
MZ 1223|ИЛ-96-300|165|Сургут|Сургут|Псков|Кресты|04.11.2020 23:03:00|05.11.2020 3:02:00|
JF 3008|Ту-134|42|Краснодар|Пашковский|Варандей|Варандей|04.11.2020 23:32:00|05.11.2020 3:20:00|
HH 1713|ИЛ-96М|296|Курумоч|Курумоч|Магадан|Сокол|04.11.2020 1:27:00|04.11.2020 5:10:00|
XF 6094|ИЛ-96М|341|Варандей|Варандей|Магадан|Сокол|04.11.2020 7:19:00|04.11.2020 11:54:00|
KV 6661|Аэробус-A330|308|Сыктывкар|Сыктывкар|Чебоксары|Чебоксары|04.11.2020 7:01:00|04.11.2020 9:57:00|
JG 2912|Аэробус-A310|107|Архангельск|Талаги|Нижневартовск|Нижневартовск|04.11.2020 13:13:00|04.11.2020 15:02:00|
FQ 0428|ИЛ-96|85|Самара|Самара|Сабетта|Сабетта|04.11.2020 21:00:00|05.11.2020 0:54:00|
